CHROM,Position,Depth,sample_id,dpi,replicate
VEEV,8124,7163,DPI1_R3_Lung,1,3
VEEV,8125,8959,DPI1_R3_Lung,1,3
VEEV,8126,7388,DPI1_R3_Lung,1,3
VEEV,8127,7828,DPI1_R3_Lung,1,3
VEEV,8128,7908,DPI1_R3_Lung,1,3
VEEV,8129,9265,DPI1_R3_Lung,1,3
VEEV,8130,7458,DPI1_R3_Lung,1,3
VEEV,8131,9044,DPI1_R3_Lung,1,3
VEEV,8132,8381,DPI1_R3_Lung,1,3
VEEV,8133,8518,DPI1_R3_Lung,1,3
VEEV,8134,8070,DPI1_R3_Lung,1,3
VEEV,8135,8902,DPI1_R3_Lung,1,3
VEEV,8136,7152,DPI1_R3_Lung,1,3
VEEV,8137,8581,DPI1_R3_Lung,1,3
VEEV,8138,8719,DPI1_R3_Lung,1,3
VEEV,8139,9982,DPI1_R3_Lung,1,3
VEEV,8140,8986,DPI1_R3_Lung,1,3
VEEV,8141,7836,DPI1_R3_Lung,1,3
VEEV,8142,7832,DPI1_R3_Lung,1,3
VEEV,8143,8958,DPI1_R3_Lung,1,3
VEEV,8144,9618,DPI1_R3_Lung,1,3
VEEV,8145,8838,DPI1_R3_Lung,1,3
VEEV,8146,7007,DPI1_R3_Lung,1,3
VEEV,8147,7718,DPI1_R3_Lung,1,3
VEEV,8148,6277,DPI1_R3_Lung,1,3
VEEV,8149,8430,DPI1_R3_Lung,1,3
VEEV,8150,7719,DPI1_R3_Lung,1,3
VEEV,8151,8818,DPI1_R3_Lung,1,3
VEEV,8152,7556,DPI1_R3_Lung,1,3
VEEV,8153,9617,DPI1_R3_Lung,1,3
VEEV,8154,7080,DPI1_R3_Lung,1,3
VEEV,8155,7231,DPI1_R3_Lung,1,3
VEEV,8156,7135,DPI1_R3_Lung,1,3
VEEV,8157,10200,DPI1_R3_Lung,1,3
VEEV,8158,7419,DPI1_R3_Lung,1,3
VEEV,8159,8336,DPI1_R3_Lung,1,3
VEEV,8160,7880,DPI1_R3_Lung,1,3
VEEV,8161,9432,DPI1_R3_Lung,1,3
VEEV,8162,7444,DPI1_R3_Lung,1,3
VEEV,8163,7319,DPI1_R3_Lung,1,3
VEEV,8164,7705,DPI1_R3_Lung,1,3
VEEV,8165,5955,DPI1_R3_Lung,1,3
VEEV,8166,7609,DPI1_R3_Lung,1,3
VEEV,8167,7737,DPI1_R3_Lung,1,3
VEEV,8168,8739,DPI1_R3_Lung,1,3
VEEV,8169,8562,DPI1_R3_Lung,1,3
VEEV,8170,6385,DPI1_R3_Lung,1,3
VEEV,8171,8089,DPI1_R3_Lung,1,3
VEEV,8172,6794,DPI1_R3_Lung,1,3
VEEV,8173,9010,DPI1_R3_Lung,1,3
VEEV,8174,8046,DPI1_R3_Lung,1,3
VEEV,8175,6213,DPI1_R3_Lung,1,3
VEEV,8176,7226,DPI1_R3_Lung,1,3
VEEV,8177,8869,DPI1_R3_Lung,1,3
VEEV,8178,8218,DPI1_R3_Lung,1,3
VEEV,8179,7171,DPI1_R3_Lung,1,3
VEEV,8180,7836,DPI1_R3_Lung,1,3
VEEV,8181,6639,DPI1_R3_Lung,1,3
VEEV,8182,8170,DPI1_R3_Lung,1,3
VEEV,8183,7572,DPI1_R3_Lung,1,3
VEEV,8184,6961,DPI1_R3_Lung,1,3
VEEV,8185,8688,DPI1_R3_Lung,1,3
VEEV,8186,7003,DPI1_R3_Lung,1,3
VEEV,8187,8202,DPI1_R3_Lung,1,3
VEEV,8188,7421,DPI1_R3_Lung,1,3
VEEV,8189,8068,DPI1_R3_Lung,1,3
VEEV,8190,8248,DPI1_R3_Lung,1,3
VEEV,8191,7736,DPI1_R3_Lung,1,3
VEEV,8192,6281,DPI1_R3_Lung,1,3
VEEV,8193,9137,DPI1_R3_Lung,1,3
VEEV,8194,8077,DPI1_R3_Lung,1,3
VEEV,8195,8314,DPI1_R3_Lung,1,3
VEEV,8196,8084,DPI1_R3_Lung,1,3
VEEV,8197,6716,DPI1_R3_Lung,1,3
VEEV,8198,6904,DPI1_R3_Lung,1,3
VEEV,8199,9895,DPI1_R3_Lung,1,3
VEEV,8200,6805,DPI1_R3_Lung,1,3
VEEV,8201,7183,DPI1_R3_Lung,1,3
VEEV,8202,6946,DPI1_R3_Lung,1,3
VEEV,8203,9754,DPI1_R3_Lung,1,3
VEEV,8204,8797,DPI1_R3_Lung,1,3
VEEV,8205,6865,DPI1_R3_Lung,1,3
VEEV,8206,8885,DPI1_R3_Lung,1,3
VEEV,8207,9518,DPI1_R3_Lung,1,3
VEEV,8208,7046,DPI1_R3_Lung,1,3
VEEV,8209,6639,DPI1_R3_Lung,1,3
VEEV,8210,5857,DPI1_R3_Lung,1,3
VEEV,8211,5969,DPI1_R3_Lung,1,3
VEEV,8212,5441,DPI1_R3_Lung,1,3
VEEV,8213,8915,DPI1_R3_Lung,1,3
VEEV,8214,9265,DPI1_R3_Lung,1,3
VEEV,8215,8507,DPI1_R3_Lung,1,3
VEEV,8216,8102,DPI1_R3_Lung,1,3
VEEV,8217,9222,DPI1_R3_Lung,1,3
VEEV,8218,6965,DPI1_R3_Lung,1,3
VEEV,8219,7156,DPI1_R3_Lung,1,3
VEEV,8220,8881,DPI1_R3_Lung,1,3
VEEV,8221,9505,DPI1_R3_Lung,1,3
VEEV,8222,8488,DPI1_R3_Lung,1,3
VEEV,8223,7746,DPI1_R3_Lung,1,3
VEEV,8224,8348,DPI1_R3_Lung,1,3
VEEV,8225,8966,DPI1_R3_Lung,1,3
VEEV,8226,7039,DPI1_R3_Lung,1,3
VEEV,8227,5919,DPI1_R3_Lung,1,3
VEEV,8228,8944,DPI1_R3_Lung,1,3
VEEV,8229,10258,DPI1_R3_Lung,1,3
VEEV,8230,8332,DPI1_R3_Lung,1,3
VEEV,8231,7061,DPI1_R3_Lung,1,3
VEEV,8232,9401,DPI1_R3_Lung,1,3
VEEV,8233,8594,DPI1_R3_Lung,1,3
VEEV,8234,8206,DPI1_R3_Lung,1,3
VEEV,8235,9828,DPI1_R3_Lung,1,3
VEEV,8236,8450,DPI1_R3_Lung,1,3
VEEV,8237,8041,DPI1_R3_Lung,1,3
VEEV,8238,7611,DPI1_R3_Lung,1,3
VEEV,8239,7735,DPI1_R3_Lung,1,3
VEEV,8240,9095,DPI1_R3_Lung,1,3
VEEV,8241,7568,DPI1_R3_Lung,1,3
VEEV,8242,7828,DPI1_R3_Lung,1,3
VEEV,8243,8600,DPI1_R3_Lung,1,3
VEEV,8244,7955,DPI1_R3_Lung,1,3
VEEV,8245,7280,DPI1_R3_Lung,1,3
VEEV,8246,8759,DPI1_R3_Lung,1,3
VEEV,8247,7394,DPI1_R3_Lung,1,3
VEEV,8248,7939,DPI1_R3_Lung,1,3
VEEV,8249,6911,DPI1_R3_Lung,1,3
VEEV,8250,6681,DPI1_R3_Lung,1,3
VEEV,8251,8550,DPI1_R3_Lung,1,3
VEEV,8252,8701,DPI1_R3_Lung,1,3
VEEV,8253,9733,DPI1_R3_Lung,1,3
VEEV,8254,6734,DPI1_R3_Lung,1,3
VEEV,8255,8324,DPI1_R3_Lung,1,3
VEEV,8256,7722,DPI1_R3_Lung,1,3
VEEV,8257,9786,DPI1_R3_Lung,1,3
VEEV,8258,8305,DPI1_R3_Lung,1,3
VEEV,8259,7622,DPI1_R3_Lung,1,3
VEEV,8260,8579,DPI1_R3_Lung,1,3
VEEV,8261,8367,DPI1_R3_Lung,1,3
VEEV,8262,8407,DPI1_R3_Lung,1,3
VEEV,8263,6745,DPI1_R3_Lung,1,3
VEEV,8264,9371,DPI1_R3_Lung,1,3
VEEV,8265,6828,DPI1_R3_Lung,1,3
VEEV,8266,8290,DPI1_R3_Lung,1,3
VEEV,8267,8921,DPI1_R3_Lung,1,3
VEEV,8268,6845,DPI1_R3_Lung,1,3
VEEV,8269,7833,DPI1_R3_Lung,1,3
VEEV,8270,6675,DPI1_R3_Lung,1,3
VEEV,8271,8136,DPI1_R3_Lung,1,3
VEEV,8272,6873,DPI1_R3_Lung,1,3
VEEV,8273,8701,DPI1_R3_Lung,1,3
VEEV,8274,7767,DPI1_R3_Lung,1,3
VEEV,8275,8646,DPI1_R3_Lung,1,3
VEEV,8276,7196,DPI1_R3_Lung,1,3
VEEV,8277,9003,DPI1_R3_Lung,1,3
VEEV,8278,8984,DPI1_R3_Lung,1,3
VEEV,8279,7689,DPI1_R3_Lung,1,3
VEEV,8280,8007,DPI1_R3_Lung,1,3
VEEV,8281,8828,DPI1_R3_Lung,1,3
VEEV,8282,7438,DPI1_R3_Lung,1,3
VEEV,8283,6657,DPI1_R3_Lung,1,3
VEEV,8284,7960,DPI1_R3_Lung,1,3
VEEV,8285,7394,DPI1_R3_Lung,1,3
VEEV,8286,9030,DPI1_R3_Lung,1,3
VEEV,8287,6709,DPI1_R3_Lung,1,3
VEEV,8288,8291,DPI1_R3_Lung,1,3
VEEV,8289,7364,DPI1_R3_Lung,1,3
VEEV,8290,8268,DPI1_R3_Lung,1,3
VEEV,8291,7243,DPI1_R3_Lung,1,3
VEEV,8292,7762,DPI1_R3_Lung,1,3
VEEV,8293,8856,DPI1_R3_Lung,1,3
VEEV,8294,8546,DPI1_R3_Lung,1,3
VEEV,8295,6745,DPI1_R3_Lung,1,3
VEEV,8296,7314,DPI1_R3_Lung,1,3
VEEV,8297,7274,DPI1_R3_Lung,1,3
VEEV,8298,8015,DPI1_R3_Lung,1,3
VEEV,8299,8822,DPI1_R3_Lung,1,3
VEEV,8300,9701,DPI1_R3_Lung,1,3
VEEV,8301,7141,DPI1_R3_Lung,1,3
VEEV,8302,9472,DPI1_R3_Lung,1,3
VEEV,8303,6433,DPI1_R3_Lung,1,3
VEEV,8304,8397,DPI1_R3_Lung,1,3
VEEV,8305,7335,DPI1_R3_Lung,1,3
VEEV,8306,7066,DPI1_R3_Lung,1,3
VEEV,8307,7518,DPI1_R3_Lung,1,3
VEEV,8308,7694,DPI1_R3_Lung,1,3
VEEV,8309,10281,DPI1_R3_Lung,1,3
VEEV,8310,7250,DPI1_R3_Lung,1,3
VEEV,8311,6960,DPI1_R3_Lung,1,3
VEEV,8312,8739,DPI1_R3_Lung,1,3
VEEV,8313,7544,DPI1_R3_Lung,1,3
VEEV,8314,8690,DPI1_R3_Lung,1,3
VEEV,8315,9566,DPI1_R3_Lung,1,3
VEEV,8316,6736,DPI1_R3_Lung,1,3
VEEV,8317,8154,DPI1_R3_Lung,1,3
VEEV,8318,9572,DPI1_R3_Lung,1,3
VEEV,8319,7728,DPI1_R3_Lung,1,3
VEEV,8320,6842,DPI1_R3_Lung,1,3
VEEV,8321,9821,DPI1_R3_Lung,1,3
VEEV,8322,7816,DPI1_R3_Lung,1,3
VEEV,8323,8256,DPI1_R3_Lung,1,3
VEEV,8324,8020,DPI1_R3_Lung,1,3
VEEV,8325,8701,DPI1_R3_Lung,1,3
VEEV,8326,7615,DPI1_R3_Lung,1,3
VEEV,8327,7381,DPI1_R3_Lung,1,3
VEEV,8328,7060,DPI1_R3_Lung,1,3
VEEV,8329,9757,DPI1_R3_Lung,1,3
VEEV,8330,8178,DPI1_R3_Lung,1,3
VEEV,8331,9400,DPI1_R3_Lung,1,3
VEEV,8332,6817,DPI1_R3_Lung,1,3
VEEV,8333,6933,DPI1_R3_Lung,1,3
VEEV,8334,7990,DPI1_R3_Lung,1,3
VEEV,8335,7602,DPI1_R3_Lung,1,3
VEEV,8336,8639,DPI1_R3_Lung,1,3
VEEV,8337,6746,DPI1_R3_Lung,1,3
VEEV,8338,9829,DPI1_R3_Lung,1,3
VEEV,8339,8234,DPI1_R3_Lung,1,3
VEEV,8340,9102,DPI1_R3_Lung,1,3
VEEV,8341,8387,DPI1_R3_Lung,1,3
VEEV,8342,6985,DPI1_R3_Lung,1,3
VEEV,8343,8614,DPI1_R3_Lung,1,3
VEEV,8344,10107,DPI1_R3_Lung,1,3
VEEV,8345,8465,DPI1_R3_Lung,1,3
VEEV,8346,6931,DPI1_R3_Lung,1,3
VEEV,8347,7401,DPI1_R3_Lung,1,3
VEEV,8348,8609,DPI1_R3_Lung,1,3
VEEV,8349,9141,DPI1_R3_Lung,1,3
VEEV,8350,7852,DPI1_R3_Lung,1,3
VEEV,8351,8467,DPI1_R3_Lung,1,3
VEEV,8352,7621,DPI1_R3_Lung,1,3
VEEV,8353,7976,DPI1_R3_Lung,1,3
VEEV,8354,7574,DPI1_R3_Lung,1,3
VEEV,8355,8718,DPI1_R3_Lung,1,3
VEEV,8356,7846,DPI1_R3_Lung,1,3
VEEV,8357,7028,DPI1_R3_Lung,1,3
VEEV,8358,8977,DPI1_R3_Lung,1,3
VEEV,8359,9789,DPI1_R3_Lung,1,3
VEEV,8360,9175,DPI1_R3_Lung,1,3
VEEV,8361,7891,DPI1_R3_Lung,1,3
VEEV,8362,7613,DPI1_R3_Lung,1,3
VEEV,8363,8884,DPI1_R3_Lung,1,3
VEEV,8364,7388,DPI1_R3_Lung,1,3
VEEV,8365,7926,DPI1_R3_Lung,1,3
VEEV,8366,7474,DPI1_R3_Lung,1,3
VEEV,8367,8666,DPI1_R3_Lung,1,3
VEEV,8368,8306,DPI1_R3_Lung,1,3
VEEV,8369,10346,DPI1_R3_Lung,1,3
VEEV,8370,9535,DPI1_R3_Lung,1,3
VEEV,8371,7813,DPI1_R3_Lung,1,3
VEEV,8372,8335,DPI1_R3_Lung,1,3
VEEV,8373,7783,DPI1_R3_Lung,1,3
VEEV,8374,7785,DPI1_R3_Lung,1,3
VEEV,8375,9098,DPI1_R3_Lung,1,3
VEEV,8376,5825,DPI1_R3_Lung,1,3
VEEV,8377,8461,DPI1_R3_Lung,1,3
VEEV,8378,8164,DPI1_R3_Lung,1,3
VEEV,8379,7041,DPI1_R3_Lung,1,3
VEEV,8380,8367,DPI1_R3_Lung,1,3
VEEV,8381,8202,DPI1_R3_Lung,1,3
VEEV,8382,6571,DPI1_R3_Lung,1,3
VEEV,8383,9840,DPI1_R3_Lung,1,3
VEEV,8384,7566,DPI1_R3_Lung,1,3
VEEV,8385,6892,DPI1_R3_Lung,1,3
VEEV,8386,7866,DPI1_R3_Lung,1,3
VEEV,8387,8709,DPI1_R3_Lung,1,3
VEEV,8388,6819,DPI1_R3_Lung,1,3
VEEV,8389,8375,DPI1_R3_Lung,1,3
VEEV,8390,6936,DPI1_R3_Lung,1,3
VEEV,8391,8443,DPI1_R3_Lung,1,3
VEEV,8392,8858,DPI1_R3_Lung,1,3
VEEV,8393,7451,DPI1_R3_Lung,1,3
VEEV,8394,7304,DPI1_R3_Lung,1,3
VEEV,8395,8406,DPI1_R3_Lung,1,3
VEEV,8396,7323,DPI1_R3_Lung,1,3
VEEV,8397,9817,DPI1_R3_Lung,1,3
VEEV,8398,6830,DPI1_R3_Lung,1,3
VEEV,8399,9723,DPI1_R3_Lung,1,3
VEEV,8400,10512,DPI1_R3_Lung,1,3
VEEV,8401,9500,DPI1_R3_Lung,1,3
VEEV,8402,8053,DPI1_R3_Lung,1,3
VEEV,8403,7704,DPI1_R3_Lung,1,3
VEEV,8404,8812,DPI1_R3_Lung,1,3
VEEV,8405,9895,DPI1_R3_Lung,1,3
VEEV,8406,6471,DPI1_R3_Lung,1,3
VEEV,8407,7363,DPI1_R3_Lung,1,3
VEEV,8408,8883,DPI1_R3_Lung,1,3
VEEV,8409,8427,DPI1_R3_Lung,1,3
VEEV,8410,8505,DPI1_R3_Lung,1,3
VEEV,8411,6426,DPI1_R3_Lung,1,3
VEEV,8412,7016,DPI1_R3_Lung,1,3
VEEV,8413,6380,DPI1_R3_Lung,1,3
VEEV,8414,7357,DPI1_R3_Lung,1,3
VEEV,8415,8479,DPI1_R3_Lung,1,3
VEEV,8416,7667,DPI1_R3_Lung,1,3
VEEV,8417,10487,DPI1_R3_Lung,1,3
VEEV,8418,9361,DPI1_R3_Lung,1,3
VEEV,8419,7229,DPI1_R3_Lung,1,3
VEEV,8420,6911,DPI1_R3_Lung,1,3
VEEV,8421,8333,DPI1_R3_Lung,1,3
VEEV,8422,8458,DPI1_R3_Lung,1,3
VEEV,8423,6729,DPI1_R3_Lung,1,3
VEEV,8424,7055,DPI1_R3_Lung,1,3
VEEV,8425,8002,DPI1_R3_Lung,1,3
VEEV,8426,9642,DPI1_R3_Lung,1,3
VEEV,8427,6370,DPI1_R3_Lung,1,3
VEEV,8428,8064,DPI1_R3_Lung,1,3
VEEV,8429,7003,DPI1_R3_Lung,1,3
VEEV,8430,8298,DPI1_R3_Lung,1,3
VEEV,8431,8036,DPI1_R3_Lung,1,3
VEEV,8432,9310,DPI1_R3_Lung,1,3
VEEV,8433,6713,DPI1_R3_Lung,1,3
VEEV,8434,9625,DPI1_R3_Lung,1,3
VEEV,8435,8975,DPI1_R3_Lung,1,3
VEEV,8436,7724,DPI1_R3_Lung,1,3
VEEV,8437,9528,DPI1_R3_Lung,1,3
VEEV,8438,6400,DPI1_R3_Lung,1,3
VEEV,8439,7028,DPI1_R3_Lung,1,3
VEEV,8440,9095,DPI1_R3_Lung,1,3
VEEV,8441,7246,DPI1_R3_Lung,1,3
VEEV,8442,7415,DPI1_R3_Lung,1,3
VEEV,8443,9756,DPI1_R3_Lung,1,3
VEEV,8444,8064,DPI1_R3_Lung,1,3
VEEV,8445,8650,DPI1_R3_Lung,1,3
VEEV,8446,7817,DPI1_R3_Lung,1,3
VEEV,8447,10224,DPI1_R3_Lung,1,3
VEEV,8448,8122,DPI1_R3_Lung,1,3
VEEV,8449,7206,DPI1_R3_Lung,1,3
VEEV,8450,7359,DPI1_R3_Lung,1,3
VEEV,8451,7178,DPI1_R3_Lung,1,3
VEEV,8452,7347,DPI1_R3_Lung,1,3
VEEV,8453,7099,DPI1_R3_Lung,1,3
VEEV,8454,8790,DPI1_R3_Lung,1,3
VEEV,8455,7874,DPI1_R3_Lung,1,3
VEEV,8456,7978,DPI1_R3_Lung,1,3
VEEV,8457,7798,DPI1_R3_Lung,1,3
VEEV,8458,6662,DPI1_R3_Lung,1,3
VEEV,8459,8170,DPI1_R3_Lung,1,3
VEEV,8460,8464,DPI1_R3_Lung,1,3
VEEV,8461,7253,DPI1_R3_Lung,1,3
VEEV,8462,5937,DPI1_R3_Lung,1,3
VEEV,8463,7968,DPI1_R3_Lung,1,3
VEEV,8464,8227,DPI1_R3_Lung,1,3
VEEV,8465,10654,DPI1_R3_Lung,1,3
VEEV,8466,8225,DPI1_R3_Lung,1,3
VEEV,8467,9030,DPI1_R3_Lung,1,3
VEEV,8468,8783,DPI1_R3_Lung,1,3
VEEV,8469,9643,DPI1_R3_Lung,1,3
VEEV,8470,7839,DPI1_R3_Lung,1,3
VEEV,8471,9470,DPI1_R3_Lung,1,3
VEEV,8472,9202,DPI1_R3_Lung,1,3
VEEV,8473,8828,DPI1_R3_Lung,1,3
VEEV,8474,8846,DPI1_R3_Lung,1,3
VEEV,8475,9328,DPI1_R3_Lung,1,3
VEEV,8476,7992,DPI1_R3_Lung,1,3
VEEV,8477,8869,DPI1_R3_Lung,1,3
VEEV,8478,11165,DPI1_R3_Lung,1,3
VEEV,8479,9576,DPI1_R3_Lung,1,3
VEEV,8480,6943,DPI1_R3_Lung,1,3
VEEV,8481,6994,DPI1_R3_Lung,1,3
VEEV,8482,6131,DPI1_R3_Lung,1,3
VEEV,8483,8296,DPI1_R3_Lung,1,3
VEEV,8484,8431,DPI1_R3_Lung,1,3
VEEV,8485,7777,DPI1_R3_Lung,1,3
VEEV,8486,7780,DPI1_R3_Lung,1,3
VEEV,8487,8895,DPI1_R3_Lung,1,3
VEEV,8488,6786,DPI1_R3_Lung,1,3
VEEV,8489,6931,DPI1_R3_Lung,1,3
VEEV,8490,7354,DPI1_R3_Lung,1,3
VEEV,8491,9042,DPI1_R3_Lung,1,3
VEEV,8492,9904,DPI1_R3_Lung,1,3
VEEV,8493,5424,DPI1_R3_Lung,1,3
VEEV,8494,9795,DPI1_R3_Lung,1,3
VEEV,8495,9616,DPI1_R3_Lung,1,3
VEEV,8496,8176,DPI1_R3_Lung,1,3
VEEV,8497,8971,DPI1_R3_Lung,1,3
VEEV,8498,6573,DPI1_R3_Lung,1,3
VEEV,8499,7729,DPI1_R3_Lung,1,3
VEEV,8500,6633,DPI1_R3_Lung,1,3
VEEV,8501,8544,DPI1_R3_Lung,1,3
VEEV,8502,8391,DPI1_R3_Lung,1,3
VEEV,8503,7713,DPI1_R3_Lung,1,3
VEEV,8504,8208,DPI1_R3_Lung,1,3
VEEV,8505,9383,DPI1_R3_Lung,1,3
VEEV,8506,8176,DPI1_R3_Lung,1,3
VEEV,8507,8665,DPI1_R3_Lung,1,3
VEEV,8508,7837,DPI1_R3_Lung,1,3
VEEV,8509,9298,DPI1_R3_Lung,1,3
VEEV,8510,7655,DPI1_R3_Lung,1,3
VEEV,8511,7751,DPI1_R3_Lung,1,3
VEEV,8512,8464,DPI1_R3_Lung,1,3
VEEV,8513,7801,DPI1_R3_Lung,1,3
VEEV,8514,9295,DPI1_R3_Lung,1,3
VEEV,8515,7844,DPI1_R3_Lung,1,3
VEEV,8516,8891,DPI1_R3_Lung,1,3
VEEV,8517,7978,DPI1_R3_Lung,1,3
VEEV,8518,8098,DPI1_R3_Lung,1,3
VEEV,8519,8506,DPI1_R3_Lung,1,3
VEEV,8520,8588,DPI1_R3_Lung,1,3
VEEV,8521,6384,DPI1_R3_Lung,1,3
VEEV,8522,8628,DPI1_R3_Lung,1,3
VEEV,8523,8212,DPI1_R3_Lung,1,3
VEEV,8524,10885,DPI1_R3_Lung,1,3
VEEV,8525,7292,DPI1_R3_Lung,1,3
VEEV,8526,7610,DPI1_R3_Lung,1,3
VEEV,8527,8814,DPI1_R3_Lung,1,3
VEEV,8528,7949,DPI1_R3_Lung,1,3
VEEV,8529,8096,DPI1_R3_Lung,1,3
VEEV,8530,8407,DPI1_R3_Lung,1,3
VEEV,8531,8430,DPI1_R3_Lung,1,3
VEEV,8532,7662,DPI1_R3_Lung,1,3
VEEV,8533,8291,DPI1_R3_Lung,1,3
VEEV,8534,9297,DPI1_R3_Lung,1,3
VEEV,8535,7736,DPI1_R3_Lung,1,3
VEEV,8536,8907,DPI1_R3_Lung,1,3
VEEV,8537,7549,DPI1_R3_Lung,1,3
VEEV,8538,6740,DPI1_R3_Lung,1,3
VEEV,8539,8264,DPI1_R3_Lung,1,3
VEEV,8540,7251,DPI1_R3_Lung,1,3
VEEV,8541,7578,DPI1_R3_Lung,1,3
VEEV,8542,8102,DPI1_R3_Lung,1,3
VEEV,8543,8496,DPI1_R3_Lung,1,3
VEEV,8544,8632,DPI1_R3_Lung,1,3
VEEV,8545,8920,DPI1_R3_Lung,1,3
VEEV,8546,8690,DPI1_R3_Lung,1,3
VEEV,8547,7384,DPI1_R3_Lung,1,3
VEEV,8548,9928,DPI1_R3_Lung,1,3
VEEV,8549,8516,DPI1_R3_Lung,1,3
VEEV,8550,9463,DPI1_R3_Lung,1,3
VEEV,8551,7584,DPI1_R3_Lung,1,3
VEEV,8552,8130,DPI1_R3_Lung,1,3
VEEV,8553,9070,DPI1_R3_Lung,1,3
VEEV,8554,8916,DPI1_R3_Lung,1,3
VEEV,8555,8207,DPI1_R3_Lung,1,3
VEEV,8556,8304,DPI1_R3_Lung,1,3
VEEV,8557,7393,DPI1_R3_Lung,1,3
VEEV,8558,7074,DPI1_R3_Lung,1,3
VEEV,8559,7233,DPI1_R3_Lung,1,3
VEEV,8560,8744,DPI1_R3_Lung,1,3
VEEV,8561,8416,DPI1_R3_Lung,1,3
VEEV,8562,8036,DPI1_R3_Lung,1,3
VEEV,8563,10321,DPI1_R3_Lung,1,3
VEEV,8564,6880,DPI1_R3_Lung,1,3
VEEV,8565,7129,DPI1_R3_Lung,1,3
VEEV,8566,8182,DPI1_R3_Lung,1,3
VEEV,8567,8939,DPI1_R3_Lung,1,3
VEEV,8568,7858,DPI1_R3_Lung,1,3
VEEV,8569,7461,DPI1_R3_Lung,1,3
VEEV,8570,8104,DPI1_R3_Lung,1,3
VEEV,8571,8872,DPI1_R3_Lung,1,3
VEEV,8572,8765,DPI1_R3_Lung,1,3
VEEV,8573,8782,DPI1_R3_Lung,1,3
VEEV,8574,7474,DPI1_R3_Lung,1,3
VEEV,8575,7378,DPI1_R3_Lung,1,3
VEEV,8576,10139,DPI1_R3_Lung,1,3
VEEV,8577,7101,DPI1_R3_Lung,1,3
VEEV,8578,7967,DPI1_R3_Lung,1,3
VEEV,8579,7686,DPI1_R3_Lung,1,3
VEEV,8580,7515,DPI1_R3_Lung,1,3
VEEV,8581,7936,DPI1_R3_Lung,1,3
VEEV,8582,8835,DPI1_R3_Lung,1,3
VEEV,8583,9508,DPI1_R3_Lung,1,3
VEEV,8584,7900,DPI1_R3_Lung,1,3
VEEV,8585,10168,DPI1_R3_Lung,1,3
VEEV,8586,10382,DPI1_R3_Lung,1,3
VEEV,8587,7468,DPI1_R3_Lung,1,3
VEEV,8588,6853,DPI1_R3_Lung,1,3
VEEV,8589,8342,DPI1_R3_Lung,1,3
VEEV,8590,7409,DPI1_R3_Lung,1,3
VEEV,8591,7806,DPI1_R3_Lung,1,3
VEEV,8592,7819,DPI1_R3_Lung,1,3
VEEV,8593,5960,DPI1_R3_Lung,1,3
VEEV,8594,9399,DPI1_R3_Lung,1,3
VEEV,8595,8314,DPI1_R3_Lung,1,3
VEEV,8596,8141,DPI1_R3_Lung,1,3
VEEV,8597,7759,DPI1_R3_Lung,1,3
VEEV,8598,8700,DPI1_R3_Lung,1,3
VEEV,8599,7490,DPI1_R3_Lung,1,3
VEEV,8600,8090,DPI1_R3_Lung,1,3
VEEV,8601,9910,DPI1_R3_Lung,1,3
VEEV,8602,6807,DPI1_R3_Lung,1,3
VEEV,8603,9864,DPI1_R3_Lung,1,3
VEEV,8604,7430,DPI1_R3_Lung,1,3
VEEV,8605,8321,DPI1_R3_Lung,1,3
VEEV,8606,7333,DPI1_R3_Lung,1,3
VEEV,8607,9015,DPI1_R3_Lung,1,3
VEEV,8608,8193,DPI1_R3_Lung,1,3
VEEV,8609,7738,DPI1_R3_Lung,1,3
VEEV,8610,6776,DPI1_R3_Lung,1,3
VEEV,8611,7164,DPI1_R3_Lung,1,3
VEEV,8612,7387,DPI1_R3_Lung,1,3
VEEV,8613,7603,DPI1_R3_Lung,1,3
VEEV,8614,6930,DPI1_R3_Lung,1,3
VEEV,8615,7127,DPI1_R3_Lung,1,3
VEEV,8616,7099,DPI1_R3_Lung,1,3
VEEV,8617,5761,DPI1_R3_Lung,1,3
VEEV,8618,8281,DPI1_R3_Lung,1,3
VEEV,8619,9402,DPI1_R3_Lung,1,3
VEEV,8620,8562,DPI1_R3_Lung,1,3
VEEV,8621,7438,DPI1_R3_Lung,1,3
VEEV,8622,8390,DPI1_R3_Lung,1,3
VEEV,8623,8429,DPI1_R3_Lung,1,3
VEEV,8624,6854,DPI1_R3_Lung,1,3
VEEV,8625,8990,DPI1_R3_Lung,1,3
VEEV,8626,6525,DPI1_R3_Lung,1,3
VEEV,8627,8393,DPI1_R3_Lung,1,3
VEEV,8628,8747,DPI1_R3_Lung,1,3
VEEV,8629,7636,DPI1_R3_Lung,1,3
VEEV,8630,7232,DPI1_R3_Lung,1,3
VEEV,8631,7674,DPI1_R3_Lung,1,3
VEEV,8632,7525,DPI1_R3_Lung,1,3
VEEV,8633,8190,DPI1_R3_Lung,1,3
VEEV,8634,7025,DPI1_R3_Lung,1,3
VEEV,8635,6984,DPI1_R3_Lung,1,3
VEEV,8636,8639,DPI1_R3_Lung,1,3
VEEV,8637,6239,DPI1_R3_Lung,1,3
VEEV,8638,7671,DPI1_R3_Lung,1,3
VEEV,8639,7441,DPI1_R3_Lung,1,3
VEEV,8640,8296,DPI1_R3_Lung,1,3
